"_id","area","y2008","y2017","total_ids"
"p006223","oc",1,1,2
"p006224","oc",1,1,2
"p006225","oc",1,1,2
"p006226","oc",1,2,3
"p006227","oc",1,3,4
"p006228","oc",1,2,3
"p006229","oc",4,1,5
"p006230","oc",2,1,3
"p006231","oc",1,1,2
"p006232","oc",1,1,2
"p006233","oc",1,1,2
"p006234","oc",1,1,2
"p006235","oc",1,1,2
"p006236","oc",2,1,3
"p006237","oc",1,1,2
"p006238","oc",1,1,2
"p006239","oc",1,1,2
"p006240","oc",1,1,2
"p006241","oc",1,2,3
"p006242","oc",1,2,3
"p006243","oc",1,1,2
"p006244","oc",1,2,3
"p006245","oc",1,1,2
"p006246","oc",1,1,2
"p006247","oc",1,1,2
"p006248","oc",1,2,3
"p006249","oc",1,1,2
"p006250","oc",1,1,2
"p006251","oc",2,1,3
"p006252","oc",1,1,2
"p006253","oc",1,1,2
"p006254","oc",1,1,2
"p006255","oc",1,3,4
"p006256","oc",3,1,4
"p006257","oc",1,1,2
"p006258","oc",1,1,2
"p006259","oc",3,1,4
"p006260","oc",1,2,3
"p006261","oc",1,1,2
"p006262","oc",1,1,2
"p006263","oc",1,1,2
"p006264","oc",2,1,3
"p006265","oc",1,2,3
"p006266","oc",2,1,3
"p006267","oc",3,1,4
"p006268","oc",1,1,2
"p006269","oc",1,1,2
"p006270","oc",2,1,3
"p006271","oc",1,2,3
"p006272","oc",2,1,3
"p006273","oc",3,2,5
"p006274","oc",1,1,2
"p006275","oc",2,3,5
"p006276","oc",2,1,3
"p006277","oc",1,1,2
"p006278","oc",1,2,3
"p006279","oc",1,1,2
"p006280","oc",2,1,3
"p006281","oc",2,2,4
"p006282","oc",1,1,2
"p006283","oc",1,1,2
"p006284","oc",1,2,3
"p006285","oc",2,1,3
"p006286","oc",2,1,3
"p006287","oc",1,1,2
"p006288","oc",1,1,2
"p006289","oc",2,1,3
"p006290","oc",1,1,2
"p006291","oc",1,1,2
"p006292","oc",1,2,3
"p006293","oc",1,1,2
"p006294","oc",1,2,3
"p006295","oc",1,1,2
"p006296","oc",2,1,3
"p006297","oc",1,1,2
"p006298","oc",1,1,2
"p006299","oc",1,1,2
"p006300","oc",1,1,2
"p006301","oc",1,2,3
"p006302","oc",1,1,2
"p006303","oc",1,1,2
"p006304","oc",1,1,2
"p006305","oc",2,2,4
"p006306","oc",1,2,3
"p006307","oc",3,1,4
"p006308","oc",1,1,2
"p006309","oc",1,1,2
"p006310","oc",2,1,3
"p006311","oc",1,1,2
"p006312","oc",2,1,3
"p006313","oc",3,2,5
"p006314","oc",1,1,2
"p006315","oc",1,1,2
"p006316","oc",1,1,2
"p006317","oc",1,1,2
"p006318","oc",1,1,2
"p006319","oc",1,1,2
"p006320","oc",1,1,2
"p006321","oc",1,1,2
"p006322","oc",1,1,2
"p006323","oc",1,1,2
"p006324","oc",1,1,2
"p006325","oc",1,1,2
"p006326","oc",1,1,2
"p006327","oc",1,1,2
"p006328","oc",1,1,2
"p006329","oc",1,1,2
"p006330","oc",3,1,4
"p006331","oc",1,2,3
"p006332","oc",2,1,3
"p006333","oc",1,1,2
"p006334","oc",1,1,2
"p006335","oc",2,1,3
"p006336","oc",1,1,2
"p006337","oc",2,1,3
"p006338","oc",1,1,2
"p006339","oc",1,2,3
"p006340","oc",1,1,2
"p006341","oc",1,1,2
"p006342","oc",1,1,2
"p006343","oc",1,1,2
"p006344","oc",1,1,2
"p006345","oc",2,2,4
"p006346","oc",1,1,2
"p006347","oc",1,1,2
"p006348","oc",1,2,3
"p006349","oc",1,1,2
"p006350","oc",1,1,2
"p006351","oc",1,2,3
"p006352","oc",1,1,2
"p006353","oc",2,2,4
"p006354","oc",1,1,2
"p006355","oc",1,2,3
"p006356","oc",1,2,3
"p006357","oc",1,1,2
"p006358","oc",1,1,2
"p006359","oc",2,1,3
"p006360","oc",1,1,2
"p006361","oc",1,2,3
"p006362","oc",1,1,2
"p006363","oc",1,1,2
"p006364","oc",1,3,4
"p006365","oc",1,1,2
"p006366","oc",1,1,2
"p006367","oc",1,1,2
"p006368","oc",1,1,2
"p006369","oc",1,1,2
"p006370","oc",1,1,2
"p006371","oc",1,2,3
"p006372","oc",1,2,3
"p006373","oc",1,1,2
"p006374","oc",1,1,2
"p006375","oc",1,3,4
"p006376","oc",1,1,2
"p006377","oc",1,1,2
"p006378","oc",1,2,3
"p006379","oc",2,2,4
"p006380","oc",1,0,1
"p006381","oc",1,1,2
"p006382","oc",1,1,2
"p006383","oc",2,0,2
"p006384","oc",1,1,2
"p006385","oc",1,2,3
"p006386","oc",1,2,3
"p006387","oc",1,1,2
"p006388","oc",2,2,4
"p006389","oc",1,1,2
"p006390","oc",1,1,2
"p006391","oc",1,1,2
"p006392","oc",3,2,5
"p006393","oc",1,1,2
"p006394","oc",1,2,3
"p006395","oc",1,4,5
"p006396","oc",1,2,3
"p006397","oc",1,2,3
"p006398","oc",3,1,4
"p006399","oc",2,2,4
"p006400","oc",1,1,2
"p006401","oc",3,2,5
"p006402","oc",1,2,3
"p006403","oc",1,1,2
"p006404","oc",1,1,2
"p006405","oc",1,2,3
"p006406","oc",1,1,2
"p006407","oc",1,1,2
"p006408","oc",1,2,3
"p006409","oc",1,1,2
"p006410","oc",1,2,3
"p006411","oc",1,1,2
"p006412","oc",1,1,2
"p006413","oc",1,1,2
"p006414","oc",1,1,2
"p006415","oc",1,1,2
"p006416","oc",1,1,2
"p006417","oc",1,1,2
"p006418","oc",1,1,2
"p006419","oc",1,1,2
"p006420","oc",2,1,3
"p006421","oc",1,2,3
"p006422","oc",2,2,4
"p006423","oc",1,0,1
"p006424","oc",1,1,2
"p006425","oc",1,1,2
"p006426","oc",2,1,3
"p006427","oc",1,2,3
"p006428","oc",1,1,2
"p006429","oc",1,1,2
"p006430","oc",1,1,2
"p006431","oc",1,1,2
"p006432","oc",1,1,2
"p006433","oc",1,1,2
"p006434","oc",2,1,3
"p006435","oc",2,1,3
"p006436","oc",1,1,2
"p006437","oc",1,1,2
"p006438","oc",1,3,4
"p006439","oc",2,1,3
"p006440","oc",2,1,3
"p006441","oc",1,2,3
"p006442","oc",1,1,2
"p006443","oc",3,2,5
"p006444","oc",1,2,3
"p006445","oc",1,2,3
"p006446","oc",2,2,4
"p006447","oc",2,1,3
"p006448","oc",1,1,2
"p006449","oc",2,4,6
"p006450","oc",2,1,3
"p006451","oc",1,1,2
"p006452","oc",1,1,2
"p006453","oc",1,1,2
"p006454","oc",1,1,2
"p006455","oc",1,1,2
"p006456","oc",1,1,2
"p006457","oc",1,1,2
"p006458","oc",1,1,2
"p006459","oc",2,1,3
"p006460","oc",1,1,2
"p006461","oc",1,1,2
"p006462","oc",3,1,4
"p006463","oc",1,1,2
"p006464","oc",1,1,2
"p006465","oc",1,1,2
"p006466","oc",1,1,2
"p006467","oc",1,2,3
"p006468","oc",2,1,3
"p006469","oc",1,1,2
"p006470","oc",1,1,2
"p006471","oc",1,1,2
"p006472","oc",2,2,4
"p006473","oc",1,1,2
"p006474","oc",1,1,2
"p006475","oc",1,1,2
"p006476","oc",1,1,2
"p006477","oc",1,1,2
"p006478","oc",1,1,2
"p006479","oc",1,1,2
"p006480","oc",1,1,2
"p006481","oc",2,3,5
"p006482","oc",2,0,2
"p006483","oc",1,2,3
"p006484","oc",1,2,3
"p006485","oc",1,4,5
"p006486","oc",1,1,2
"p006487","oc",1,2,3
"p006488","oc",2,1,3
"p006489","oc",3,1,4
"p006490","oc",2,1,3
"p006491","oc",1,2,3
"p006492","oc",1,1,2
"p006493","oc",1,1,2
"p006494","oc",1,2,3
"p006495","oc",1,2,3
"p006496","oc",1,1,2
"p006497","oc",1,1,2
"p006498","oc",1,1,2
"p006499","oc",1,1,2
"p006500","oc",1,2,3
"study_settings",NA,0,0,0
