"_id","area","y2008","y2017","total_ids"
"p005225","oc",2,1,3
"p005226","oc",1,1,2
"p005227","oc",1,1,2
"p005228","oc",1,1,2
"p005229","oc",2,2,4
"p005230","oc",1,1,2
"p005231","oc",1,1,2
"p005232","oc",1,3,4
"p005233","oc",2,1,3
"p005234","oc",2,1,3
"p005235","oc",1,1,2
"p005236","oc",1,1,2
"p005237","oc",1,1,2
"p005238","oc",1,1,2
"p005239","oc",2,1,3
"p005240","oc",1,1,2
"p005241","oc",1,0,1
"p005242","oc",2,1,3
"p005243","oc",1,1,2
"p005244","oc",2,1,3
"p005245","oc",1,1,2
"p005246","oc",1,1,2
"p005247","oc",1,1,2
"p005248","oc",1,1,2
"p005249","oc",1,1,2
"p005250","oc",1,1,2
"p005251","oc",2,1,3
"p005252","oc",1,1,2
"p005253","oc",1,1,2
"p005254","oc",1,1,2
"p005255","oc",1,2,3
"p005256","oc",1,1,2
"p005257","oc",2,2,4
"p005258","oc",1,3,4
"p005259","oc",1,1,2
"p005260","oc",2,1,3
"p005261","oc",1,2,3
"p005262","oc",1,1,2
"p005263","oc",1,1,2
"p005264","oc",1,1,2
"p005265","oc",1,1,2
"p005266","oc",1,1,2
"p005267","oc",1,1,2
"p005268","oc",2,2,4
"p005269","oc",1,1,2
"p005270","oc",2,1,3
"p005271","oc",1,2,3
"p005272","oc",1,1,2
"p005273","oc",1,1,2
"p005274","oc",1,1,2
"p005275","oc",1,1,2
"p005276","oc",2,1,3
"p005277","oc",1,1,2
"p005278","oc",1,1,2
"p005279","oc",2,2,4
"p005280","oc",1,1,2
"p005281","oc",2,2,4
"p005282","oc",1,2,3
"p005283","oc",1,1,2
"p005284","oc",1,1,2
"p005285","oc",1,2,3
"p005286","oc",1,1,2
"p005287","oc",2,1,3
"p005288","oc",1,1,2
"p005289","oc",1,2,3
"p005290","oc",2,1,3
"p005291","oc",1,2,3
"p005292","oc",1,2,3
"p005293","oc",1,1,2
"p005294","oc",1,0,1
"p005295","oc",2,1,3
"p005296","oc",1,1,2
"p005297","oc",1,1,2
"p005298","oc",1,1,2
"p005299","oc",1,1,2
"p005300","oc",2,1,3
"p005301","oc",2,1,3
"p005302","oc",2,1,3
"p005303","oc",1,2,3
"p005304","oc",2,1,3
"p005305","oc",1,1,2
"p005306","oc",1,1,2
"p005307","oc",1,1,2
"p005308","oc",1,1,2
"p005309","oc",1,2,3
"p005310","oc",1,1,2
"p005311","oc",1,1,2
"p005312","oc",1,1,2
"p005313","oc",1,1,2
"p005314","oc",1,1,2
"p005315","oc",1,2,3
"p005316","oc",1,1,2
"p005317","oc",1,1,2
"p005318","oc",1,1,2
"p005319","oc",1,1,2
"p005320","oc",2,1,3
"p005321","oc",1,1,2
"p005322","oc",1,1,2
"p005323","oc",1,1,2
"p005324","oc",1,1,2
"p005325","oc",1,1,2
"p005326","oc",1,1,2
"p005327","oc",1,2,3
"p005328","oc",1,1,2
"p005329","oc",1,1,2
"p005330","oc",1,2,3
"p005331","oc",2,1,3
"p005332","oc",1,1,2
"p005333","oc",1,1,2
"p005334","oc",2,1,3
"p005335","oc",1,1,2
"p005336","oc",3,1,4
"p005337","oc",1,2,3
"p005338","oc",1,1,2
"p005339","oc",1,1,2
"p005340","oc",3,1,4
"p005341","oc",1,1,2
"p005342","oc",1,1,2
"p005343","oc",1,2,3
"p005344","oc",2,1,3
"p005345","oc",1,1,2
"p005346","oc",2,1,3
"p005347","oc",1,1,2
"p005348","oc",3,1,4
"p005349","oc",1,1,2
"p005350","oc",4,1,5
"p005351","oc",1,1,2
"p005352","oc",1,1,2
"p005353","oc",2,1,3
"p005354","oc",1,1,2
"p005355","oc",2,3,5
"p005356","oc",1,2,3
"p005357","oc",1,2,3
"p005358","oc",2,1,3
"p005359","oc",2,3,5
"p005360","oc",1,1,2
"p005361","oc",2,1,3
"p005362","oc",2,1,3
"p005363","oc",3,1,4
"p005364","oc",1,1,2
"p005365","oc",1,1,2
"p005366","oc",1,2,3
"p005367","oc",1,2,3
"p005368","oc",1,1,2
"p005369","oc",1,1,2
"p005370","oc",1,1,2
"p005371","oc",1,1,2
"p005372","oc",1,1,2
"p005373","oc",1,1,2
"p005374","oc",2,1,3
"p005375","oc",1,1,2
"p005376","oc",2,1,3
"p005377","oc",1,2,3
"p005378","oc",1,2,3
"p005379","oc",1,1,2
"p005380","oc",1,4,5
"p005381","oc",1,1,2
"p005382","oc",1,1,2
"p005383","oc",1,2,3
"p005384","oc",3,2,5
"p005385","oc",1,1,2
"p005386","oc",1,1,2
"p005387","oc",3,1,4
"p005388","oc",3,3,6
"p005389","oc",1,1,2
"p005390","oc",1,1,2
"p005391","oc",2,1,3
"p005392","oc",1,2,3
"p005393","oc",2,1,3
"p005394","oc",1,1,2
"p005395","oc",1,2,3
"p005396","oc",1,1,2
"p005397","oc",3,1,4
"p005398","oc",1,1,2
"p005399","oc",2,1,3
"p005400","oc",1,2,3
"p005401","oc",1,1,2
"p005402","oc",2,2,4
"p005403","oc",2,1,3
"p005404","oc",1,2,3
"p005405","oc",1,1,2
"p005406","oc",2,1,3
"p005407","oc",2,1,3
"p005408","oc",2,1,3
"p005409","oc",1,1,2
"p005410","oc",1,1,2
"p005411","oc",2,1,3
"p005412","oc",2,1,3
"p005413","oc",1,1,2
"p005414","oc",1,1,2
"p005415","oc",1,1,2
"p005416","oc",1,2,3
"p005417","oc",1,1,2
"p005418","oc",3,1,4
"p005419","oc",2,2,4
"p005420","oc",1,2,3
"p005421","oc",1,1,2
"p005422","oc",2,1,3
"p005423","oc",2,1,3
"p005424","oc",1,1,2
"p005425","oc",1,2,3
"p005426","oc",1,1,2
"p005427","oc",1,1,2
"p005428","oc",1,2,3
"p005429","oc",1,1,2
"p005430","oc",1,2,3
"p005431","oc",1,2,3
"p005432","oc",1,1,2
"p005433","oc",1,1,2
"p005434","oc",1,1,2
"p005435","oc",1,2,3
"p005436","oc",1,2,3
"p005437","oc",1,1,2
"p005438","oc",1,1,2
"p005439","oc",1,1,2
"p005440","oc",2,1,3
"p005441","oc",2,1,3
"p005442","oc",2,1,3
"p005443","oc",2,1,3
"p005444","oc",1,1,2
"p005445","oc",2,2,4
"p005446","oc",1,1,2
"p005447","oc",3,2,5
"p005448","oc",1,1,2
"p005449","oc",1,1,2
"p005450","oc",1,1,2
"p005451","oc",0,1,1
"p005452","oc",1,1,2
"p005453","oc",3,1,4
"p005454","oc",1,2,3
"p005455","oc",1,1,2
"p005456","oc",2,1,3
"p005457","oc",1,1,2
"p005458","oc",1,1,2
"p005459","oc",1,1,2
"p005460","oc",1,1,2
"p005461","oc",1,2,3
"p005462","oc",1,1,2
"p005463","oc",1,2,3
"p005464","oc",2,1,3
"p005465","oc",1,1,2
"p005466","oc",1,1,2
"p005467","oc",1,1,2
"p005468","oc",1,1,2
"p005469","oc",1,1,2
"p005470","oc",2,1,3
"p005471","oc",2,2,4
"p005472","oc",1,1,2
"p005473","oc",1,1,2
"p005474","oc",2,1,3
"p005475","oc",1,1,2
"p005476","oc",1,1,2
"p005477","oc",3,1,4
"p005478","oc",1,2,3
"p005479","oc",1,2,3
"p005480","oc",2,2,4
"p005481","oc",1,1,2
"p005482","oc",1,1,2
"p005483","oc",1,1,2
"p005484","oc",1,1,2
"p005485","oc",2,1,3
"p005486","oc",1,1,2
"p005487","oc",1,1,2
"p005488","oc",2,1,3
"p005489","oc",1,1,2
"p005490","oc",2,1,3
"p005491","oc",2,1,3
"p005492","oc",2,1,3
"p005493","oc",1,1,2
"p005494","oc",1,1,2
"p005495","oc",1,1,2
"p005496","oc",1,1,2
"p005497","oc",4,3,7
"p005498","oc",1,1,2
"p005499","oc",1,2,3
"p005500","oc",1,3,4
"p005501","oc",1,1,2
"p005502","oc",1,2,3
"p005503","oc",1,3,4
"p005504","oc",1,1,2
"p005505","oc",1,1,2
"p005506","oc",1,1,2
"p005507","oc",1,1,2
"p005508","oc",2,2,4
"p005509","oc",1,2,3
"p005510","oc",1,1,2
"p005511","oc",1,2,3
"p005512","oc",1,1,2
"p005513","oc",1,2,3
"p005514","oc",1,1,2
"p005515","oc",1,1,2
"p005516","oc",1,0,1
"p005517","oc",1,1,2
"p005518","oc",1,1,2
"p005519","oc",2,1,3
"p005520","oc",1,1,2
"p005521","oc",1,1,2
"p005522","oc",2,1,3
"p005523","oc",1,1,2
"p005524","oc",2,2,4
"p005525","oc",2,3,5
"p005526","oc",1,1,2
"p005527","oc",1,1,2
"p005528","oc",1,1,2
"p005529","oc",2,1,3
"p005530","oc",1,2,3
"p005531","oc",2,1,3
"p005532","oc",2,1,3
"p005533","oc",1,1,2
"p005534","oc",1,1,2
"p005535","oc",1,1,2
"p005536","oc",1,1,2
"p005537","oc",1,1,2
"p005538","oc",1,1,2
"p005539","oc",1,2,3
"p005540","oc",1,1,2
"p005541","oc",1,1,2
"p005542","oc",2,1,3
"p005543","oc",1,1,2
"p005544","oc",2,1,3
"p005545","oc",1,1,2
"p005546","oc",1,1,2
"p005547","oc",2,1,3
"p005548","oc",1,1,2
"p005549","oc",1,1,2
"p005550","oc",1,1,2
"p005551","oc",1,1,2
"p005552","oc",2,1,3
"p005553","oc",1,0,1
"p005554","oc",1,1,2
"p005555","oc",1,1,2
"p005556","oc",1,1,2
"p005557","oc",1,1,2
"p005558","oc",1,1,2
"p005559","oc",1,1,2
"p005560","oc",1,1,2
"p005561","oc",1,3,4
"p005562","oc",1,1,2
"p005563","oc",1,1,2
"p005564","oc",1,2,3
"p005565","oc",1,1,2
"p005566","oc",2,1,3
"p005567","oc",1,1,2
"p005568","oc",1,1,2
"p005569","oc",1,1,2
"p005570","oc",1,1,2
"p005571","oc",0,1,1
"p005572","oc",1,1,2
"p005573","oc",1,2,3
"p005574","oc",1,2,3
"p005575","oc",1,1,2
"p005576","oc",1,2,3
"p005577","oc",0,1,1
"p005578","oc",1,1,2
"p005579","oc",1,1,2
"p005580","oc",2,1,3
"p005581","oc",1,1,2
"p005582","oc",1,0,1
"p005583","oc",1,2,3
"p005584","oc",1,1,2
"p005585","oc",1,1,2
"p005586","oc",1,2,3
"p005587","oc",1,1,2
"p005588","oc",1,1,2
"p005589","oc",1,2,3
"p005590","oc",1,0,1
"p005591","oc",1,2,3
"p005592","oc",1,1,2
"p005593","oc",1,1,2
"p005594","oc",1,2,3
"p005595","oc",1,2,3
"p005596","oc",1,1,2
"p005597","oc",2,1,3
"p005598","oc",2,1,3
"p005599","oc",1,1,2
"p005600","oc",2,1,3
"p005601","oc",1,1,2
"p005602","oc",2,1,3
"p005603","oc",1,3,4
"p005604","oc",1,1,2
"p005605","oc",2,1,3
"p005606","oc",1,1,2
"p005607","oc",2,3,5
"p005608","oc",2,2,4
"p005609","oc",4,2,6
"p005610","oc",1,2,3
"p005611","oc",2,1,3
"p005612","oc",1,1,2
"p005613","oc",1,2,3
"p005614","oc",1,3,4
"p005615","oc",2,1,3
"p005616","oc",1,2,3
"p005617","oc",1,1,2
"p005618","oc",1,1,2
"p005619","oc",1,1,2
"p005620","oc",1,1,2
"p005621","oc",1,1,2
"p005622","oc",2,1,3
"p005623","oc",1,1,2
"p005624","oc",1,1,2
"p005625","oc",1,1,2
"p005626","oc",1,1,2
"p005627","oc",2,1,3
"p005628","oc",3,1,4
"p005629","oc",1,1,2
"p005630","oc",1,1,2
"p005631","oc",1,1,2
"p005632","oc",2,1,3
"p005633","oc",1,1,2
"p005634","oc",1,1,2
"p005635","oc",1,2,3
"p005636","oc",1,1,2
"p005637","oc",2,1,3
"p005638","oc",1,1,2
"p005639","oc",2,1,3
"p005640","oc",1,1,2
"p005641","oc",1,1,2
"p005642","oc",1,1,2
"p005643","oc",1,2,3
"p005644","oc",2,1,3
"p005645","oc",1,1,2
"p005646","oc",0,1,1
"p005647","oc",1,1,2
"p005648","oc",1,1,2
"p005649","oc",1,2,3
"p005650","oc",1,1,2
"p005651","oc",1,1,2
"p005652","oc",1,2,3
"p005653","oc",3,1,4
"p005654","oc",1,1,2
"p005655","oc",1,1,2
"p005656","oc",1,1,2
"p005657","oc",1,1,2
"p005658","oc",1,1,2
"p005659","oc",2,1,3
"p005660","oc",1,3,4
"p005661","oc",1,1,2
"p005662","oc",1,1,2
"p005663","oc",1,1,2
"p005664","oc",1,1,2
"p005665","oc",1,1,2
"p005666","oc",1,2,3
"p005667","oc",1,1,2
"p005668","oc",1,1,2
"p005669","oc",1,1,2
"p005670","oc",1,2,3
"p005671","oc",1,0,1
"p005672","oc",2,1,3
"p005673","oc",1,2,3
"p005674","oc",1,1,2
"p005675","oc",1,1,2
"p005676","oc",2,1,3
"p005677","oc",1,1,2
"p005678","oc",1,1,2
"p005679","oc",1,3,4
"p005680","oc",1,2,3
"p005681","oc",1,1,2
"p005682","oc",2,2,4
"p005683","oc",1,1,2
"p005684","oc",1,1,2
"p005685","oc",1,2,3
"p005686","oc",1,1,2
"p005687","oc",2,2,4
"p005688","oc",2,2,4
"p005689","oc",1,1,2
"p005690","oc",1,1,2
"p005691","oc",0,2,2
"p005692","oc",1,0,1
"p005693","oc",1,1,2
"p005694","oc",2,1,3
"p005695","oc",1,1,2
"p005696","oc",2,1,3
"p005697","oc",1,1,2
"p005698","oc",1,1,2
"p005699","oc",1,1,2
"p005700","oc",1,1,2
"p005701","oc",1,1,2
"p005702","oc",1,1,2
"p005703","oc",1,1,2
"p005704","oc",1,1,2
"p005705","oc",1,1,2
"p005706","oc",1,1,2
"p005707","oc",2,1,3
"p005708","oc",2,1,3
"p005709","oc",2,2,4
"p005710","oc",1,1,2
"p005711","oc",1,1,2
"p005712","oc",1,1,2
"p005713","oc",1,1,2
"p005714","oc",1,1,2
"p005715","oc",1,2,3
"p005716","oc",1,1,2
"p005717","oc",1,1,2
"p005718","oc",1,1,2
"p005719","oc",1,1,2
"p005720","oc",1,2,3
"p005721","oc",1,1,2
"p005722","oc",1,1,2
"p005723","oc",2,1,3
"p005724","oc",3,1,4
"p005725","oc",1,2,3
"p005726","oc",1,1,2
"p005727","oc",2,1,3
"p005728","oc",1,1,2
"p005729","oc",1,1,2
"p005730","oc",1,1,2
"p005731","oc",1,1,2
"p005732","oc",1,1,2
"p005733","oc",1,1,2
"p005734","oc",1,0,1
"p005735","oc",2,1,3
"p005736","oc",1,2,3
"p005737","oc",1,1,2
"p005738","oc",1,1,2
"p005739","oc",1,2,3
"p005740","oc",2,1,3
"p005741","oc",1,2,3
"p005742","oc",2,2,4
"p005743","oc",1,1,2
"p005744","oc",2,1,3
"p005745","oc",2,1,3
"p005746","oc",2,1,3
"p005747","oc",2,1,3
"p005748","oc",1,1,2
"p005749","oc",1,1,2
"p005750","oc",1,2,3
"p005751","oc",1,1,2
"p005752","oc",1,1,2
"p005753","oc",1,1,2
"p005754","oc",1,1,2
"p005755","oc",1,1,2
"p005756","oc",2,1,3
"p005757","oc",2,1,3
"p005758","oc",1,1,2
"p005759","oc",1,1,2
"p005760","oc",2,2,4
"p005761","oc",2,1,3
"p005762","oc",1,1,2
"p005763","oc",2,1,3
"p005764","oc",1,1,2
"p005765","oc",1,1,2
"p005766","oc",1,2,3
"p005767","oc",1,2,3
"p005768","oc",1,1,2
"p005769","oc",1,1,2
"p005770","oc",1,1,2
"p005771","oc",2,2,4
"p005772","oc",1,2,3
"p005773","oc",1,2,3
"p005774","oc",1,1,2
"p005775","oc",1,4,5
"p005776","oc",1,2,3
"p005777","oc",2,1,3
"p005778","oc",1,1,2
"p005779","oc",1,1,2
"p005780","oc",2,1,3
"p005781","oc",1,1,2
"p005782","oc",4,2,6
"p005783","oc",3,1,4
"p005784","oc",1,1,2
"p005785","oc",1,1,2
"p005786","oc",2,1,3
"p005787","oc",1,1,2
"p005788","oc",1,1,2
"p005789","oc",2,2,4
"p005790","oc",0,1,1
"p005791","oc",1,2,3
"p005792","oc",1,2,3
"p005793","oc",1,1,2
"p005794","oc",2,1,3
"p005795","oc",2,1,3
"p005796","oc",2,1,3
"p005797","oc",1,1,2
"p005798","oc",1,1,2
"p005799","oc",1,1,2
"p005800","oc",1,1,2
"p005801","oc",1,1,2
"p005802","oc",2,2,4
"p005803","oc",1,1,2
"p005804","oc",1,1,2
"p005805","oc",1,1,2
"p005806","oc",1,1,2
"p005807","oc",1,1,2
"p005808","oc",1,1,2
"p005809","oc",1,2,3
"p005810","oc",1,2,3
"p005811","oc",2,1,3
"p005812","oc",1,2,3
"p005813","oc",1,1,2
"p005814","oc",2,1,3
"p005815","oc",2,2,4
"p005816","oc",2,2,4
"p005817","oc",0,1,1
"p005818","oc",1,1,2
"p005819","oc",1,1,2
"p005820","oc",1,1,2
"p005821","oc",1,1,2
"p005822","oc",1,1,2
"p005823","oc",1,2,3
"p005824","oc",1,2,3
"p005825","oc",1,1,2
"p005826","oc",1,2,3
"p005827","oc",1,1,2
"p005828","oc",1,1,2
"p005829","oc",2,1,3
"p005830","oc",1,1,2
"p005831","oc",1,1,2
"p005832","oc",1,1,2
"p005833","oc",1,2,3
"p005834","oc",1,1,2
"p005835","oc",2,1,3
"p005836","oc",1,1,2
"p005837","oc",1,1,2
"p005838","oc",1,2,3
"p005839","oc",1,2,3
"p005840","oc",2,1,3
"p005841","oc",2,1,3
"p005842","oc",2,1,3
"p005843","oc",1,2,3
"p005844","oc",1,1,2
"p005845","oc",1,1,2
"p005846","oc",1,1,2
"p005847","oc",3,1,4
"p005848","oc",1,2,3
"p005849","oc",2,1,3
"p005850","oc",1,1,2
"p005851","oc",1,2,3
"p005852","oc",2,1,3
"p005853","oc",1,1,2
"p005854","oc",1,1,2
"p005855","oc",1,1,2
"p005856","oc",1,2,3
"p005857","oc",1,2,3
"p005858","oc",1,1,2
"p005859","oc",2,1,3
"p005860","oc",1,1,2
"p005861","oc",1,1,2
"p005862","oc",1,2,3
"p005863","oc",1,2,3
"p005864","oc",1,1,2
"p005865","oc",1,1,2
"p005866","oc",1,1,2
"p005867","oc",1,1,2
"p005868","oc",1,1,2
"p005869","oc",1,2,3
"p005870","oc",1,1,2
"p005871","oc",1,1,2
"p005872","oc",1,4,5
"p005873","oc",1,2,3
"p005874","oc",1,1,2
"p005875","oc",2,2,4
"p005876","oc",1,1,2
"p005877","oc",2,1,3
"p005878","oc",1,1,2
"p005879","oc",1,1,2
"p005880","oc",1,1,2
"p005881","oc",1,1,2
"p005882","oc",1,1,2
"p005883","oc",1,1,2
"p005884","oc",1,1,2
"p005885","oc",1,2,3
"p005886","oc",1,1,2
"p005887","oc",1,2,3
"p005888","oc",1,2,3
"p005889","oc",1,2,3
"p005890","oc",1,1,2
"p005891","oc",1,1,2
"p005892","oc",1,1,2
"p005893","oc",1,1,2
"p005894","oc",1,1,2
"p005895","oc",1,1,2
"p005896","oc",3,1,4
"p005897","oc",2,1,3
"p005898","oc",1,1,2
"p005899","oc",2,1,3
"p005900","oc",2,2,4
"p005901","oc",1,1,2
"p005902","oc",1,1,2
"p005903","oc",1,1,2
"p005904","oc",2,3,5
"p005905","oc",1,2,3
"p005906","oc",1,3,4
"p005907","oc",1,1,2
"p005908","oc",1,1,2
"p005909","oc",2,1,3
"p005910","oc",2,1,3
"p005911","oc",1,1,2
"p005912","oc",1,1,2
"p005913","oc",1,1,2
"p005914","oc",1,1,2
"p005915","oc",1,1,2
"p005916","oc",1,1,2
"p005917","oc",1,1,2
"p005918","oc",1,1,2
"p005919","oc",1,0,1
"p005920","oc",1,3,4
"p005921","oc",1,1,2
"p005922","oc",2,1,3
"p005923","oc",1,1,2
"p005924","oc",1,1,2
"p005925","oc",3,1,4
"p005926","oc",1,1,2
"p005927","oc",3,1,4
"p005928","oc",2,1,3
"p005929","oc",1,2,3
"p005930","oc",1,2,3
"p005931","oc",2,1,3
"p005932","oc",1,2,3
"p005933","oc",1,1,2
"p005934","oc",1,2,3
"p005935","oc",1,2,3
"p005936","oc",1,1,2
"p005937","oc",1,1,2
"p005938","oc",2,2,4
"p005939","oc",1,1,2
"p005940","oc",1,1,2
"p005941","oc",1,1,2
"p005942","oc",1,2,3
"p005943","oc",1,1,2
"p005944","oc",1,3,4
"p005945","oc",1,1,2
"p005946","oc",1,2,3
"p005947","oc",1,1,2
"p005948","oc",1,1,2
"p005949","oc",1,1,2
"p005950","oc",2,1,3
"p005951","oc",1,2,3
"p005952","oc",1,1,2
"p005953","oc",1,1,2
"p005954","oc",2,1,3
"p005955","oc",1,1,2
"p005956","oc",1,2,3
"p005957","oc",2,1,3
"p005958","oc",1,1,2
"p005959","oc",1,1,2
"p005960","oc",1,1,2
"p005961","oc",2,1,3
"p005962","oc",2,4,6
"p005963","oc",1,1,2
"p005964","oc",1,1,2
"p005965","oc",1,1,2
"p005966","oc",2,1,3
"p005967","oc",2,1,3
"p005968","oc",1,2,3
"p005969","oc",2,1,3
"p005970","oc",1,1,2
"p005971","oc",2,1,3
"p005972","oc",2,1,3
"p005973","oc",2,1,3
"p005974","oc",1,1,2
"p005975","oc",1,1,2
"p005976","oc",2,1,3
"p005977","oc",1,2,3
"p005978","oc",1,1,2
"p005979","oc",2,1,3
"p005980","oc",1,1,2
"p005981","oc",1,1,2
"p005982","oc",1,2,3
"p005983","oc",1,1,2
"p005984","oc",1,2,3
"p005985","oc",1,1,2
"p005986","oc",1,1,2
"p005987","oc",2,2,4
"p005988","oc",1,1,2
"p005989","oc",1,1,2
"p005990","oc",1,1,2
"p005991","oc",1,2,3
"p005992","oc",3,1,4
"p005993","oc",2,1,3
"p005994","oc",1,3,4
"p005995","oc",1,1,2
"p005996","oc",2,1,3
"p005997","oc",1,1,2
"p005998","oc",1,1,2
"p005999","oc",1,2,3
"p006000","oc",1,1,2
"p006001","oc",1,2,3
"p006002","oc",1,2,3
"p006003","oc",1,2,3
"p006004","oc",3,1,4
"p006005","oc",1,3,4
"p006006","oc",2,1,3
"p006007","oc",1,0,1
"p006008","oc",2,1,3
"p006009","oc",2,1,3
"p006010","oc",1,0,1
"p006011","oc",1,1,2
"p006012","oc",1,1,2
"p006013","oc",1,1,2
"p006014","oc",1,1,2
"p006015","oc",1,1,2
"p006016","oc",1,2,3
"p006017","oc",1,1,2
"p006018","oc",1,1,2
"p006019","oc",2,1,3
"p006020","oc",1,2,3
"p006021","oc",2,1,3
"p006022","oc",1,1,2
"p006023","oc",1,1,2
"p006024","oc",2,3,5
"p006025","oc",1,1,2
"p006026","oc",1,1,2
"p006027","oc",1,2,3
"p006028","oc",1,1,2
"p006029","oc",2,1,3
"p006030","oc",1,1,2
"p006031","oc",1,1,2
"p006032","oc",1,1,2
"p006033","oc",1,1,2
"p006034","oc",2,1,3
"p006035","oc",1,1,2
"p006036","oc",1,1,2
"p006037","oc",1,1,2
"p006038","oc",1,1,2
"p006039","oc",1,1,2
"p006040","oc",1,1,2
"p006041","oc",1,1,2
"p006042","oc",1,1,2
"p006043","oc",1,1,2
"p006044","oc",2,2,4
"p006045","oc",1,2,3
"p006046","oc",2,1,3
"p006047","oc",3,1,4
"p006048","oc",1,1,2
"p006049","oc",1,2,3
"p006050","oc",1,1,2
"p006051","oc",2,1,3
"p006052","oc",1,1,2
"p006053","oc",1,1,2
"p006054","oc",2,1,3
"p006055","oc",1,1,2
"p006056","oc",2,1,3
"p006057","oc",2,1,3
"p006058","oc",2,1,3
"p006059","oc",1,1,2
"p006060","oc",1,1,2
"p006061","oc",1,2,3
"p006062","oc",1,1,2
"p006063","oc",1,1,2
"p006064","oc",1,1,2
"p006065","oc",1,1,2
"p006066","oc",2,1,3
"p006067","oc",2,2,4
"p006068","oc",1,1,2
"p006069","oc",1,1,2
"p006070","oc",3,1,4
"p006071","oc",1,1,2
"p006072","oc",1,1,2
"p006073","oc",1,1,2
"p006074","oc",1,1,2
"p006075","oc",1,1,2
"p006076","oc",1,0,1
"p006077","oc",1,1,2
"p006078","oc",1,2,3
"p006079","oc",1,2,3
"p006080","oc",1,2,3
"p006081","oc",2,1,3
"p006082","oc",2,1,3
"p006083","oc",1,1,2
"p006084","oc",1,1,2
"p006085","oc",1,3,4
"p006086","oc",1,2,3
"p006087","oc",1,2,3
"p006088","oc",1,1,2
"p006089","oc",1,1,2
"p006090","oc",1,1,2
"p006091","oc",1,2,3
"p006092","oc",1,1,2
"p006093","oc",1,1,2
"p006094","oc",1,1,2
"p006095","oc",1,1,2
"p006096","oc",1,1,2
"p006097","oc",1,2,3
"p006098","oc",1,1,2
"p006099","oc",1,1,2
"p006100","oc",1,2,3
"p006101","oc",1,1,2
"p006102","oc",1,1,2
"p006103","oc",1,1,2
"p006104","oc",1,1,2
"p006105","oc",1,1,2
"p006106","oc",1,1,2
"p006107","oc",1,1,2
"p006108","oc",1,1,2
"p006109","oc",1,1,2
"p006110","oc",1,2,3
"p006111","oc",2,2,4
"p006112","oc",1,1,2
"p006113","oc",2,1,3
"p006114","oc",1,1,2
"p006115","oc",1,1,2
"p006116","oc",1,3,4
"p006117","oc",1,1,2
"p006118","oc",2,1,3
"p006119","oc",1,1,2
"p006120","oc",1,1,2
"p006121","oc",1,1,2
"p006122","oc",1,1,2
"p006123","oc",1,1,2
"p006124","oc",1,1,2
"p006125","oc",2,1,3
"p006126","oc",3,2,5
"p006127","oc",1,2,3
"p006128","oc",2,1,3
"p006129","oc",1,1,2
"p006130","oc",1,2,3
"p006131","oc",1,1,2
"p006132","oc",1,1,2
"p006133","oc",1,1,2
"p006134","oc",1,1,2
"p006135","oc",1,1,2
"p006136","oc",1,1,2
"p006137","oc",1,2,3
"p006138","oc",2,1,3
"p006139","oc",2,2,4
"p006140","oc",1,1,2
"p006141","oc",1,1,2
"p006142","oc",1,1,2
"p006143","oc",1,2,3
"p006144","oc",2,1,3
"p006145","oc",1,1,2
"p006146","oc",2,2,4
"p006147","oc",1,2,3
"p006148","oc",1,1,2
"p006149","oc",1,1,2
"p006150","oc",1,1,2
"p006151","oc",2,1,3
"p006152","oc",1,1,2
"p006153","oc",1,1,2
"p006154","oc",1,1,2
"p006155","oc",1,1,2
"p006156","oc",1,1,2
"p006157","oc",0,1,1
"p006158","oc",1,1,2
"p006159","oc",1,1,2
"p006160","oc",2,1,3
"p006161","oc",2,1,3
"p006162","oc",1,2,3
"p006163","oc",2,1,3
"p006164","oc",2,1,3
"p006165","oc",1,1,2
"p006166","oc",2,1,3
"p006167","oc",1,1,2
"p006168","oc",2,1,3
"p006169","oc",1,1,2
"p006170","oc",1,0,1
"p006171","oc",2,1,3
"p006172","oc",2,1,3
"p006173","oc",1,2,3
"p006174","oc",1,1,2
"p006175","oc",2,1,3
"p006176","oc",3,1,4
"p006177","oc",1,1,2
"p006178","oc",2,1,3
"p006179","oc",1,1,2
"p006180","oc",2,2,4
"p006181","oc",2,1,3
"p006182","oc",1,1,2
"p006183","oc",1,3,4
"p006184","oc",1,1,2
"p006185","oc",1,2,3
"p006186","oc",1,1,2
"p006187","oc",1,1,2
"p006188","oc",1,3,4
"p006189","oc",1,1,2
"p006190","oc",1,1,2
"p006191","oc",1,1,2
"p006192","oc",1,1,2
"p006193","oc",2,1,3
"p006194","oc",2,2,4
"p006195","oc",1,1,2
"p006196","oc",1,1,2
"p006197","oc",2,1,3
"p006198","oc",2,1,3
"p006199","oc",1,2,3
"p006200","oc",1,1,2
"p006201","oc",1,1,2
"p006202","oc",1,2,3
"p006203","oc",1,1,2
"p006204","oc",1,1,2
"p006205","oc",2,1,3
"p006206","oc",1,2,3
"p006207","oc",2,1,3
"p006208","oc",2,1,3
"p006209","oc",1,1,2
"p006210","oc",1,1,2
"p006211","oc",1,1,2
"p006212","oc",1,1,2
"p006213","oc",4,1,5
"p006214","oc",1,1,2
"p006215","oc",1,1,2
"p006216","oc",1,1,2
"p006217","oc",1,2,3
"p006218","oc",1,1,2
"p006219","oc",2,1,3
"p006220","oc",1,3,4
"p006221","oc",1,2,3
"p006222","oc",2,2,4
