"db","X_id","X_rev","value","timestamp","study_id","uid"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002230_p003878_y2017","1-a2e4eeda36b710e5ca6cecb8bb54c24d","T","2019-03-10T14:53:24.374Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002231_p003873_y2017","1-8253407cb318aded637f261337bd1a44","T","2019-03-10T14:53:27.084Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002232_p001130_y2008","1-e48294a4bb7a46e590e2b8b44b8bce94","N","2019-03-10T14:53:29.148Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002233_p000454_y2017","1-fb03c01bd6a46acdebe3fe921cfe6b91","T","2019-03-10T14:53:33.048Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002234_p006115_y2008","1-ac12f7c6c64b00a85f42676656d8d8b7","T","2019-03-10T14:53:34.236Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002235_p006413_y2017","1-752ca8cebb66dfb0910809a0f767cbfb","N","2019-03-10T14:53:40.643Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002236_p004899_y2017","1-7fbac3a7005294b842dbab238b0dac69","T","2019-03-10T14:53:43.198Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002237_p003527_y2017","1-2125e38da641bf18a9ad0f3d84226cdc","T","2019-03-10T14:53:45.444Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002238_p005225_y2017","1-d02f88597117e1d4c9a21d9c192bb50e","T","2019-03-10T14:53:47.095Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002239_p002044_y2017","1-543c79bf999f07935efa85021bb71a26","N","2019-03-10T14:53:49.455Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002240_p003612_y2017","1-033a63e9af62cd1d83f5bc11976da66f","T","2019-03-10T14:53:51.114Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002241_p004902_y2017","1-58766ae5c53b8578c501b31b374aa728","T","2019-03-10T14:53:52.506Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002242_p002103_y2017","1-1793683562156a5c8071778e698dfb8d","U","2019-03-10T14:53:56.037Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002243_p003114_y2008","1-bb1e9eb85d3658fcbfcaa52f7dc25e79","T","2019-03-11T12:16:03.354Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002244_p004552_y2008","1-2dd29bc91cc51c8c1aeed41d15a99787","N","2019-03-11T12:16:05.212Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002245_p002152_y2017","1-ce491c7745b6c52eeea02096af5677e4","U","2019-03-11T12:16:15.135Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002246_p006100_y2008","1-39b7990f2d19a30ba8830896afa17e0f","T","2019-03-11T12:16:22.188Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002247_p005617_y2008","1-4b720a34532c8bc652b358cf604f04ea","N","2019-03-11T12:16:25.232Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002248_p003228_y2017","1-b0873a38c981640199a61ed3a73a9fe7","N","2019-03-11T12:16:27.316Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002249_p000340_y2017","1-df95c7b5b7362bad027c156e1719b49c","T","2019-03-11T12:16:29.318Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002250_p006124_y2008","1-aaf59f23c2088fcffa2bc104dce2c199","T","2019-03-11T12:16:30.857Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002251_p004124_y2017","1-4d53c5e5533f56238746ad7c0a068ab3","N","2019-03-11T12:16:32.379Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002252_p003311_y2017","1-553603359595031ad4cb8b5fa1587266","N","2019-03-11T12:16:33.966Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002253_p001451_y2017","1-64349f067e8c000623f5ec6369a37c6d","T","2019-03-11T12:16:35.401Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002254_p003233_y2008","1-a7be2cef15d6dcff52fd9209d62ea6cb","T","2019-03-11T12:16:36.608Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002255_p000934_y2017","1-e10c9ddf864edca583a8bd87b2dcfcb2","N","2019-03-11T12:16:37.961Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002256_p004318_y2008","1-c20405510ce81759789393c5f3477343","T","2019-03-11T12:16:39.175Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002257_p001107_y2017","1-4c33b411a42989f8de52cfd48afc9414","N","2019-03-11T12:16:40.452Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002258_p001334_y2008","1-654e2d6e6653eb36ddaa8e0d3504534b","T","2019-03-11T12:16:41.829Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002259_p000524_y2008","1-d525130ed7560eddc1496b1ca22c121b","T","2019-03-11T12:16:43.146Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002260_p005231_y2008","1-22053d71a759a7459c030be2af208dcd","N","2019-03-11T12:16:44.571Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002261_p001021_y2008","1-336983428439e217092765ab9bc6cc84","T","2019-03-11T12:16:45.864Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002262_p005000_y2017","1-294025fdf08be1cc26c9e7eef002da91","T","2019-03-11T12:16:47.664Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002263_p003007_y2017","1-6b581b5efdd5eb965100907a3c811e32","T","2019-03-11T12:16:48.973Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002264_p004518_y2008","1-5b28be26b6544289960e78a14c7d38d5","T","2019-03-11T12:16:50.684Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002265_p006483_y2008","1-44a6190c7bac916daa8249003498da68","T","2019-03-11T12:16:51.815Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002266_p004925_y2017","1-0d2035bdf183b9b4848ff1a27a57d072","T","2019-03-11T12:16:53.407Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002267_p005987_y2017","1-63aec2f326277ac7a9eb04bda545d92d","T","2019-03-11T12:16:55.295Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002268_p001847_y2008","1-68fd90e35060d51fefd5c258cf0ce475","N","2019-03-11T12:16:56.605Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002269_p001769_y2008","1-0a290cf5634a582545b5c6c20c749c99","T","2019-03-11T12:16:57.968Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002270_p005760_y2008","1-c42141d837cdc94d7a874ee6e2e12dd9","N","2019-03-11T12:16:59.261Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002271_p001960_y2008","1-1ae5d1ddf6f15223c355ec5e17d893aa","T","2019-03-11T12:17:00.621Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002272_p001801_y2017","1-501341d2bdf918e2373e5ded2278a580","T","2019-03-11T12:17:02.085Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002273_p004169_y2017","1-e04c85482723a15615bdeb1693e82e35","N","2019-03-11T12:17:03.605Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002274_p006354_y2008","1-32719dc24c3e4404d4fbd327f0ec6fca","N","2019-03-11T12:17:04.921Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002275_p000642_y2017","1-c7e8cc100581b15a4bb338821eb7d440","N","2019-03-11T12:17:57.897Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002276_p005086_y2017","1-8deff6ab1fb6569e56239db4f211e782","T","2019-03-11T12:17:59.637Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002277_p005122_y2017","1-d873294cdccb218af42945c30b56c150","U","2019-03-11T12:18:01.656Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002278_p006158_y2017","1-eaa3794c69dda160b62342ec441fba0f","T","2019-03-11T12:18:02.854Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002279_p001147_y2017","1-3115304a10d21bf994735313a1d41dcd","T","2019-03-11T12:19:14.444Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002280_p000448_y2017","1-51fb6293fca1e385e45574b3c894faa5","T","2019-03-11T12:19:15.837Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002281_p004560_y2017","1-77f9a3d36e9915953f4f6476b537e089","T","2019-03-11T12:19:20.530Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002282_p001520_y2008","1-bb4b60dda3cc2cc746b59146f12b9f13","N","2019-03-11T12:20:00.517Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002283_p002553_y2017","1-dfd6e3ff59d217d8e4f6585d8ec97822","T","2019-03-11T12:20:01.964Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002284_p001981_y2008","1-921aa2144e12d2f957e5303bbe1f2f64","T","2019-03-11T12:20:03.314Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002285_p005780_y2017","1-bc53a1803f44d3a48f87f9eb9190765a","N","2019-03-11T12:20:06.612Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002286_p004111_y2017","1-5632c3917129fa3651f23e94c0c50e14","N","2019-03-11T12:20:07.946Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002287_p004989_y2017","1-76100a68c109ccf07d51e4b3fd98e1f6","T","2019-03-11T12:21:14.969Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002288_p006259_y2017","1-7a86d9fd8d796d3f790fec7fc1777c9e","T","2019-03-11T12:21:18.947Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002289_p003551_y2008","1-9354b99fdc28849a4f9a4442ca32fb0d","N","2019-03-11T12:21:20.526Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002290_p000942_y2008","1-e6dbfd73393ae440c437851c662f7608","T","2019-03-11T12:21:33.940Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002291_p001398_y2017","1-f89b6cb062a6d642b853b3992b64994d","T","2019-03-11T12:21:38.389Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002292_p002464_y2008","1-cc7f22ea09e08bb71a7ed108d1def27b","T","2019-03-11T12:22:20.545Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002293_p002652_y2017","1-afbdff6f65bbecaf8566cc63c8e650dd","T","2019-03-11T12:22:23.194Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002294_p006397_y2017","1-91fff3db23e71e5ce91a45c8bc39418c","U","2019-03-11T12:22:27.215Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002295_p001244_y2017","1-14a46bc4a38352ccef5a2444a15fcdd3","N","2019-03-11T12:22:28.990Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002296_p005079_y2017","1-76a4bdc4b4b83f2b46f1b25437509e96","T","2019-03-11T12:22:30.692Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002297_p003463_y2017","1-94d48666b9ba6d00a67108564b92db27","T","2019-03-11T12:22:35.404Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002298_p002052_y2017","1-ad6c3281124b47924f031d2836fea364","T","2019-03-11T12:22:37.588Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002299_p001148_y2017","1-1020760f2b17d2f4a5f6e255ca2cc21c","T","2019-03-11T12:22:42.778Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002300_p003659_y2008","1-0f0d483e284d8f5f462c495e449faf24","T","2019-03-11T12:22:44.583Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002301_p000457_y2008","1-a0f9ff65c7942c73846bea9eab5a1417","T","2019-03-11T12:22:46.802Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002302_p001915_y2008","1-2be77c104b9ee6b620342b16f8c3e64e","T","2019-03-11T12:26:34.419Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002303_p002861_y2017","1-7188e2492da31fcd75616ab89b73e5d2","N","2019-03-11T12:26:35.863Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002304_p003401_y2008","1-8cd07235e9ed86d8bbcb6fa7fa7d06b4","T","2019-03-11T12:27:01.805Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002305_p002904_y2008","1-13432a6300b712f68814c79816f64f6e","N","2019-03-11T12:27:03.158Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002306_p002844_y2017","1-4b22dd9fe44a1610b26ec6a8d2961e57","N","2019-03-11T12:27:04.665Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002307_p002204_y2008","1-56767bde3fc050e060d2679842354a43","N","2019-03-11T12:27:06.554Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002308_p001952_y2017","1-e765ecc8db70bb583950cfee8852927c","T","2019-03-11T12:27:09.627Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002309_p004010_y2017","1-7bc88ec476e1320b8c2b6da98419d6e6","T","2019-03-11T12:27:11.010Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002310_p005944_y2017","1-d1b97e655c106425c5165bc34d863776","N","2019-03-11T12:27:12.449Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002311_p005926_y2017","1-f4326635c0d3bc827bf3f3b34c81828d","N","2019-03-11T12:27:14.551Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002312_p001864_y2008","1-05d27dbb34f2d6c7f26284b0a68ea1a0","T","2019-03-11T12:27:16.032Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002313_p002078_y2017","1-4b53b8dab170e744164f54829321a7ef","N","2019-03-11T12:27:19.769Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002314_p005472_y2017","1-e20b7d691ba9b40b7422b65218acfc90","T","2019-03-11T12:27:23.103Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002315_p001490_y2017","1-f89c3e4a8f4845aa941754bd0dc7e62b","N","2019-03-11T12:27:24.689Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002316_p002263_y2008","1-c251c36dacf5b97643cc820db3553dcb","T","2019-03-11T12:27:26.309Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002317_p005900_y2017","1-1b95a9d49c4d9813204248fab234ce12","N","2019-03-11T12:27:27.562Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002318_p000933_y2008","1-b00634f23f32320f2b0dc2e53c1eae8c","T","2019-03-11T12:27:28.921Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002319_p004197_y2017","1-775122b90d548ba8aa2cc0288c41155b","T","2019-03-11T12:27:30.527Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002320_p000542_y2008","1-ef7e872ea1d22d1ef07b4d0dfd2fb063","N","2019-03-11T12:27:32.275Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002321_p002451_y2008","1-25329366edf70e79c76a098db2efb49f","T","2019-03-11T12:27:33.729Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002322_p002228_y2008","1-783258e5cdef051ae74223fd0bf9ce91","T","2019-03-11T12:30:35.859Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002323_p003147_y2017","1-3d6e881555885bed806bf4584735fca3","N","2019-03-11T12:30:37.874Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002324_p005769_y2008","1-7a9ad3687ff8525e13d781a3cf19bb62","N","2019-03-11T12:32:47.271Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002325_p005938_y2017","1-6ac2c995763c8bcd9e41f21f4a0c3d1f","T","2019-03-11T12:32:48.627Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002326_p003133_y2008","1-8bb4e195adf7eebf02b14746a9fed104","N","2019-03-11T12:32:50.482Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002327_p000366_y2017","1-8f3e9f35c20486d58c236cbc0363c709","N","2019-03-11T12:32:51.745Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002328_p003969_y2017","1-e6025965a40c4a04a4484bc72cc2f27e","N","2019-03-11T12:32:53.131Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002329_p006085_y2017","1-ab4b2daa338f9418703904117c91fbd2","T","2019-03-11T12:32:54.641Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002330_p005506_y2008","1-6292d8feab3afddf4a41effbf059aeb7","T","2019-03-11T12:32:55.918Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002331_p004549_y2017","1-b683c67bcb553f736551f61206135b7c","T","2019-03-11T12:32:57.771Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002332_p004713_y2017","1-ffcbcd38e8e0f559639f3be3d44b3d07","N","2019-03-11T12:32:59.040Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002333_p000501_y2008","1-ed71f4b88447357c507161ab5367446a","N","2019-03-11T16:08:08.483Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002334_p001816_y2017","1-736654e0371b9625969df075dc902050","T","2019-03-11T16:08:09.554Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002335_p000909_y2008","1-b15a1c5203dff3a497602ad5677ce40f","T","2019-03-11T16:08:25.872Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002336_p004913_y2008","1-27a1b2fc515027eb8875c421c7862e82","T","2019-03-11T16:08:40.027Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002337_p001409_y2008","1-de9c9eff89146e62c563ed630d892429","T","2019-03-11T16:11:36.075Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002338_p000550_y2017","1-8bb6a1bc6eacf284e6524bfd874e0131","N","2019-03-11T16:11:37.875Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002339_p003226_y2008","1-3b4b1082b1a9d17836f9c14e7e283a19","N","2019-03-11T16:11:39.152Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002340_p005979_y2017","1-4099e6372e1f82a0129326ddc2212205","N","2019-03-11T16:11:41.009Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002341_p000283_y2017","1-e41bfd4a52aad3aed5ff01b7baf27118","N","2019-03-11T16:11:42.463Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002342_p001561_y2017","1-628097f23edf52ab351b3c28be258e50","N","2019-03-11T16:11:43.731Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002343_p005889_y2008","1-03053dc229f3d6dd0d4b4b905823dae1","T","2019-03-11T16:11:44.900Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002344_p004177_y2008","1-26e1923dcd8edf7ab4920aa4eaedf891","N","2019-03-11T16:11:46.497Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002345_p003781_y2008","1-5e8d4401c98eab05238d98b93e8ece5c","N","2019-03-11T16:11:47.782Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002346_p006275_y2008","1-ff8c97dc4044436f704ac6d5f35ff27d","T","2019-03-11T16:11:49.179Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002347_p001434_y2017","1-fb88e94a68d0cd2eeb2f4844b044c6d6","T","2019-03-11T16:11:50.340Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002348_p004545_y2008","1-929d7e9ea0f785e44ff6766f5da59242","T","2019-03-11T16:11:51.546Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002349_p001998_y2017","1-fc3e24138928c16700b612921f943fb3","T","2019-03-11T16:11:52.785Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002350_p001600_y2017","1-48ca74fa305781044794df05e5137937","N","2019-03-11T16:11:53.934Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002351_p001760_y2017","1-e3920418455ede372bb6a88cef052e7d","T","2019-03-11T16:11:55.188Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002352_p001345_y2017","1-8c344ea17d0974eae909de68755d3e95","U","2019-03-11T16:11:56.884Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002353_p001819_y2017","1-cda2403c60b8f4dc9658f262098a52db","T","2019-03-11T16:11:58.264Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002354_p001327_y2017","1-0b7cb7fe4630f13936a3616c10aaf874","T","2019-03-11T16:11:59.495Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002355_p004112_y2008","1-d94d2720a0ab759408ee0b544aa71018","T","2019-03-11T16:12:00.679Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002356_p001067_y2008","1-731f751169d5b360da6356a35519af0f","T","2019-03-11T16:12:01.807Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002357_p004393_y2008","1-9314930a01d1a4e3ccf5066e6dbd4fdd","T","2019-03-11T16:12:03.089Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002358_p004178_y2008","1-378095273b9a25a0ebaee1fabe2f5e5a","N","2019-03-11T16:12:04.223Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002359_p000604_y2017","1-306c22e49b23f1ba5c578ee1a15cf030","T","2019-03-11T16:12:05.356Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002360_p001144_y2017","1-7f9908e23118bf24a9487a0fd7c02e65","T","2019-03-11T16:12:07.186Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002361_p002522_y2008","1-2b5feb511170c0440dbd24209c389823","U","2019-03-11T16:12:28.664Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002362_p000738_y2008","1-74771898849d4e0ac95a2de5289a1a38","N","2019-03-11T16:12:37.478Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002363_p002795_y2008","1-3064d4155e178e54e7207cdcd90df68f","T","2019-03-11T16:13:41.315Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002364_p005821_y2017","1-4e73eccf328dcc6898cc8a638d7904f8","N","2019-03-11T16:13:42.796Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002365_p001123_y2008","1-58aa4a5f3a3ed9ce8f9da08491823581","T","2019-03-11T16:14:33.223Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002366_p000223_y2008","1-3d89644051f1451d12041de00ef50434","N","2019-03-11T16:14:34.466Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002367_p000424_y2017","1-b25ba188bd2c990aad25e239f64c0a83","T","2019-03-11T16:14:36.286Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002368_p005135_y2017","1-e6de51968976e362ddf0532b5979198d","T","2019-03-11T16:14:37.905Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002369_p004758_y2017","1-14ba67dc30f9e9042720038f2972673b","T","2019-03-11T16:14:39.342Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002370_p004540_y2017","1-e190d121222b05f0460677ef32b19205","T","2019-03-11T16:14:40.556Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002371_p002661_y2017","1-b52a625f45852479062f601562ec4422","T","2019-03-11T16:14:41.616Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002372_p004127_y2008","1-89af8a41694aa7ed98f7977fd671cc15","N","2019-03-11T16:14:42.807Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002373_p002473_y2008","1-f367d60803db978cd9375aed533c0f34","T","2019-03-11T16:14:44.046Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002374_p003827_y2008","1-44d065f8760112c1092e46042aaa3c5a","N","2019-03-11T16:14:45.075Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002375_p003324_y2017","1-b7c957061190a97a46f46e4ceec2eed7","T","2019-03-11T16:14:48.322Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002376_p001936_y2017","1-98a6e559d30a8f8eb76875f489a143c0","T","2019-03-11T16:14:51.421Z","oc_primary_study","C"
"userdb-627261646c65797361756c40676d61696c2e636f6d","id00002377_p001654_y2008","1-9aa1e19db407c4938a3d0876a173667b","T","2019-03-11T16:14:52.846Z","oc_primary_study","C"
